GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
bank,pt.ist.fenixframework,DomainFenixFrameworkRoot_Base.new RoleMany() {...},5,3,0,0,2,1,2,1,2,1
bank,pt.ist.fenixframework,DomainFenixFrameworkRoot_Base.new RoleOne() {...},16,3,0,0,4,1,3,1,3,1
bank,pt.ist.fenixframework,DomainBPlusTreeJVSTM_Base,79,5,4,0,24,1,14,1,12,1
bank,pt.ist.fenixframework,DomainBPlusTreeJVSTM_Base.DO_State,14,0,0,0,5,0,2,0,2,0
bank,pt.ist.fenixframework,DomainFenixFrameworkRoot_Base,110,35,8,0,29,10,19,6,15,6
bank,pt.ist.fenixframework,DomainBPlusTreeData_Base,108,8,4,0,30,3,18,1,16,1
bank,pt.ist.fenixframework,DomainMetaClass_Base.DomainMetaClassExistingDomainMetaObjects,0,7,0,0,0,1,0,1,0,1
bank,pt.ist.fenixframework,DomainBPlusTreeData_Base.DomainBPlusTreeJVSTMData,0,7,0,0,0,1,0,1,0,1
bank,pt.ist.fenixframework,DomainMetaObject_Base.new RoleOne() {...},19,3,0,0,4,1,3,1,3,1
bank,pt.ist.fenixframework,DomainMetaObject_Base.new RoleMany() {...},5,3,0,0,2,1,2,1,2,1
bank,pt.ist.fenixframework,DomainMetaObject_Base.new RoleOne() {...},19,3,0,0,4,1,3,1,3,1
bank,pt.ist.fenixframework,DomainMetaObject_Base.new RoleMany() {...},5,3,0,0,2,1,2,1,2,1
bank,pt.ist.fenixframework,DomainMetaObject_Base.new KeyFunction() {...},5,3,0,0,0,1,2,1,2,1
bank,pt.ist.fenixframework,DomainMetaObject_Base.new KeyFunction() {...},5,3,0,0,0,1,2,1,2,1
bank,pt.ist.fenixframework,DomainBPlusTreeJVSTM_Base.new RoleOne() {...},16,3,0,0,4,1,3,1,3,1
bank,pt.ist.fenixframework.consistencyPredicates,PrivateConsistencyPredicate_Base,38,0,0,0,16,0,8,0,8,0
bank,pt.ist.fenixframework.consistencyPredicates,DomainConsistencyPredicate_Base,276,24,20,0,66,6,46,1,36,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainDependenceRecord_Base.DependedDomainMetaObjectsDependingDependenceRecords,0,7,0,0,0,1,0,1,0,1
bank,pt.ist.fenixframework.consistencyPredicates,PublicConsistencyPredicate_Base.new RoleOne() {...},16,3,0,0,4,1,3,1,3,1
bank,pt.ist.fenixframework.consistencyPredicates,PublicConsistencyPredicate_Base.new KeyFunction() {...},5,3,0,0,0,1,2,1,2,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainConsistencyPredicate_Base.DO_State,22,0,0,0,7,0,2,0,2,0
bank,pt.ist.fenixframework.consistencyPredicates,PrivateConsistencyPredicate_Base.DO_State,10,0,0,0,4,0,2,0,2,0
bank,pt.ist.fenixframework.consistencyPredicates,PublicConsistencyPredicate_Base.new RoleMany() {...},5,3,0,0,2,1,2,1,2,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainDependenceRecord_Base.DependentDomainMetaObjectOwnDependenceRecords,0,7,0,0,0,1,0,1,0,1
bank,pt.ist.fenixframework.consistencyPredicates,FinalConsistencyPredicate_Base,38,0,0,0,16,0,8,0,8,0
bank,pt.ist.fenixframework.consistencyPredicates,PublicConsistencyPredicate_Base.DO_State,14,0,0,0,5,0,2,0,2,0
bank,pt.ist.fenixframework.consistencyPredicates,PublicConsistencyPredicate_Base.PublicConsistencyPredicateOverriddenPublicConsistencyPredicatesOverriding,0,7,0,0,0,1,0,1,0,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainConsistencyPredicate_Base.DomainConsistencyPredicateInconsistentDependenceRecords,0,7,0,0,0,1,0,1,0,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainDependenceRecord_Base.DO_State,22,0,0,0,7,0,2,0,2,0
bank,pt.ist.fenixframework.consistencyPredicates,DomainConsistencyPredicate_Base.new KeyFunction() {...},5,3,0,0,0,1,2,1,2,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainConsistencyPredicate_Base.new RoleMany() {...},5,3,0,0,2,1,2,1,2,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainConsistencyPredicate_Base.new KeyFunction() {...},5,3,0,0,0,1,2,1,2,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainConsistencyPredicate_Base.new RoleOne() {...},16,3,0,0,4,1,3,1,3,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainConsistencyPredicate_Base.new RoleMany() {...},5,3,0,0,2,1,2,1,2,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainDependenceRecord_Base,211,35,16,0,52,9,36,1,28,1
bank,pt.ist.fenixframework.consistencyPredicates,PublicConsistencyPredicate_Base,136,16,8,0,37,5,23,1,19,1
bank,pt.ist.fenixframework.consistencyPredicates,FinalConsistencyPredicate_Base.DO_State,10,0,0,0,4,0,2,0,2,0
bank,pt.ist.fenixframework.consistencyPredicates,DomainDependenceRecord_Base.new RoleOne() {...},16,3,0,0,4,1,3,1,3,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainDependenceRecord_Base.DomainConsistencyPredicateDomainDependenceRecords,0,7,0,0,0,1,0,1,0,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainDependenceRecord_Base.new KeyFunction() {...},5,3,0,0,0,1,2,1,2,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainDependenceRecord_Base.new RoleOne() {...},16,3,0,0,4,1,3,1,3,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainDependenceRecord_Base.new RoleOne() {...},16,3,0,0,4,1,3,1,3,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainDependenceRecord_Base.new RelationAdapter() {...},14,3,0,0,4,1,2,1,2,1
bank,pt.ist.fenixframework.consistencyPredicates,DomainDependenceRecord_Base.new RoleMany() {...},5,3,0,0,2,1,2,1,2,1
bank,pt.ist.fenixframework.data,InstallationData_Base.DomainRootHasInstallationData,0,7,0,0,0,1,0,1,0,1
bank,pt.ist.fenixframework.data,InstallationData_Base,53,73,5,3,15,18,13,8,9,8
bank,pt.ist.fenixframework.data,InstallationData_Base.DO_State,0,18,0,0,0,6,0,2,0,2
bank,pt.ist.fenixframework.data,InstallationData_Base.new RoleOne() {...},16,3,0,0,4,1,3,1,3,1
bank,pt.ulisboa.tecnico.softeng.bank.services.local,BankInterface.callable.getAccountData,10,0,0,0,0,0,2,0,2,0
bank,pt.ulisboa.tecnico.softeng.bank.services.local,BankInterface,138,174,2,8,8,12,20,10,19,6
bank,pt.ulisboa.tecnico.softeng.bank.services.local,BankInterface.callable.createAccount,16,0,0,0,0,0,2,0,2,0
bank,pt.ulisboa.tecnico.softeng.bank.services.local,BankInterface.callable.processPayment,0,10,0,0,0,0,0,2,0,2
bank,pt.ulisboa.tecnico.softeng.bank.services.local,BankInterface.callable.getClientDataById,15,0,0,0,0,0,2,0,2,0
bank,pt.ulisboa.tecnico.softeng.bank.services.local,BankInterface.callable.cancelPayment,0,10,0,0,0,0,0,2,0,2
bank,pt.ulisboa.tecnico.softeng.bank.services.local,BankInterface.callable.withdraw,16,0,0,0,0,0,2,0,2,0
bank,pt.ulisboa.tecnico.softeng.bank.services.local,BankInterface.callable.createClient,16,0,0,0,0,0,2,0,2,0
bank,pt.ulisboa.tecnico.softeng.bank.services.local,BankInterface.callable.getOperationData,0,10,0,0,0,0,0,2,0,2
bank,pt.ulisboa.tecnico.softeng.bank.services.local,BankInterface.callable.getBanks,5,0,0,0,0,0,2,0,2,0
bank,pt.ulisboa.tecnico.softeng.bank.services.local,BankInterface.callable.deposit,16,0,0,0,0,0,2,0,2,0
bank,pt.ulisboa.tecnico.softeng.bank.services.local,BankInterface.callable.getBankDataByCode,10,0,0,0,0,0,2,0,2,0
bank,pt.ulisboa.tecnico.softeng.bank.services.local,BankInterface.callable.deleteBanks,6,0,0,0,0,0,2,0,2,0
bank,pt.ulisboa.tecnico.softeng.bank.services.local,BankInterface.callable.createBank,11,0,0,0,0,0,2,0,2,0
bank,pt.ulisboa.tecnico.softeng.bank.services.remote,BankRestController,81,0,0,0,17,0,5,0,5,0
bank,pt.ulisboa.tecnico.softeng.bank.presentation,ClientController,96,0,2,0,21,0,5,0,4,0
bank,pt.ulisboa.tecnico.softeng.bank.presentation,BankController,60,0,0,0,18,0,5,0,5,0
bank,pt.ulisboa.tecnico.softeng.bank.presentation,AccountController,286,0,2,0,49,0,8,0,7,0
bank,pt.ist.fenixframework.backend,CurrentBackEndId,6,12,0,0,2,5,0,5,0,5
